id,projeto,campanha,comunidade,comunidade_id,id_mensagem,texto_preview,tipo,data_evento,remetente_nome,remetente_id,responsavel_nome,created_at
279,Pernambuco,Mobiliza,Mobiliza,120363425016992076@g.us,3EB04FC54526449978C8B8,"*Os comentários vocês já sabem, sem copiar!*",mensagem simples,2026-04-16 14:08:06.782+00,Mobiliza PE,111055674052635@lid,Mobiliza PE,2026-04-18 01:39:35.907327+00
280,Pernambuco,Mobiliza PE,Mobiliza PE,120363405595256912@g.us,3EB0502D48A3AC882C265C,"O trabalho não para e agora o estado todo precisa de você, João! 💛💛💛",mensagem simples,2026-03-27 13:06:15.186+00,Mobiliza PE,111055674052635@lid,Mobiliza PE,2026-04-18 01:39:35.907327+00
281,Pernambuco,Mobiliza,Mobiliza,120363425016992076@g.us,3EB050C0571058CB6C0CE5,Orgulho de ver alguém que não foge dos desafios. Pernambuco ganha muito com isso 💛💛,mensagem simples,2026-04-15 12:11:20.44+00,Mobiliza PE,111055674052635@lid,Mobiliza PE,2026-04-18 01:39:35.907327+00
282,Pernambuco,Mobiliza,Mobiliza,120363425016992076@g.us,3EB050E782CE65ED46EAD5,"Rapaaaz, a semana tá passando tão rápido que hoje já é terça. E já começamos como? Mandando a primeira missão, visse?! 🔥",mensagem simples,2026-04-14 10:34:23.554+00,Mobiliza PE,111055674052635@lid,Mobiliza PE,2026-04-18 01:39:35.907327+00
283,Pernambuco,Mobiliza PE,Mobiliza PE,120363405595256912@g.us,3EB0513AAA8D4935549BDA,"🚨 EXTRA: 

Se liga, meu povo... *daqui a pouco vamos soltar o link do nosso encontro!*",mensagem simples,2026-04-08 17:51:37.553+00,Mobiliza PE,111055674052635@lid,Mobiliza PE,2026-04-18 01:39:35.907327+00
284,Pernambuco,Mobiliza PE,Mobiliza PE,120363405595256912@g.us,3EB051857D3EFA8F0B5050,"Pega uma verdade aqui embaixo, e cria teu comentário pra soltar lá:",mensagem simples,2026-04-08 06:37:27.055+00,Mobiliza PE,111055674052635@lid,Mobiliza PE,2026-04-18 01:39:35.907327+00
285,Pernambuco,Mobiliza PE,Mobiliza PE,120363405595256912@g.us,3EB051870D526983633AA1,"*Galera, se liga nisso aqui rapidinho…*

De um lado: creche entregue.🥹
Do outro: promessa entregue? 🤭

Tem comparação que nem precisa de legenda….",mensagem simples,2026-03-03 18:05:26.441+00,Mobiliza PE,111055674052635@lid,Mobiliza PE,2026-04-18 01:39:35.907327+00
286,Pernambuco,Mobiliza PE,Mobiliza PE,120363405595256912@g.us,3EB0519760C24CA4CD021F,"*Boa tarde, meu povo! ☀️*

*Passando pra desejar aquele descanso* de lei pra todo mundo. Quem deu o nome na diversão de ontem deve tá só a base da água de coco. 

Eita, que essa tarde de sexta-feira tá rendendo igual a conversa de doido! 😂",mensagem simples,2026-03-13 15:28:10.824+00,Mobiliza PE,111055674052635@lid,Mobiliza PE,2026-04-18 01:39:35.907327+00
287,Pernambuco,Mobiliza,Mobiliza,120363425016992076@g.us,3EB051A88F4B17C541758F,"Esse povo que ainda não viu João de perto vai entender tudo quando ele chegar, a presença dele muda o clima de qualquer lugar 🚀💛",mensagem simples,2026-04-06 09:36:07.901+00,Mobiliza PE,111055674052635@lid,Mobiliza PE,2026-04-18 01:39:35.907327+00
288,Pernambuco,Mobiliza PE,Mobiliza PE,120363405595256912@g.us,3EB051D7EE742E7C56377F,"🚀 SIMBORA MEU POVO, QUE É HORA DE MISSÃO DUPLA!

*O coração tá batendo que quase sai peito!*
O homem entregou a chave da prefeitura do jeito que a gente gosta: trabalhando até o último minuto e inaugurando o maior parque da cidade.

Enquanto a oposição rói as unhas vendo esse legado, a gente vai inundar as redes para mostrar que o Recife ficou pequeno para tanto trabalho. Pernambuco tá chamando! 🚀 

*Corre lá, deixa a curtida, o comentário e o sentimento que João Campos é o futuro desse estado!*

Missão 1: https://engaja.pro/missaope5-02-04
missão 2: https://engaja.pro/missaope6-02-04

*Amarela tudo pra mostrar a força desse time!*💛",mensagem simples,2026-04-02 16:25:39.374+00,Mobiliza PE,111055674052635@lid,Mobiliza PE,2026-04-18 01:39:35.907327+00
289,Pernambuco,Mobiliza PE,Mobiliza PE,120363405595256912@g.us,3EB051E1D79B4558294263,"Cada creche nova é uma mãe que pode trabalhar, uma criança que aprende, uma família que avança. É assim que se governa 🚀💛💛",mensagem simples,2026-04-01 18:50:11.098+00,Mobiliza PE,111055674052635@lid,Mobiliza PE,2026-04-18 01:39:35.907327+00
290,Pernambuco,Mobiliza PE,Mobiliza PE,120363405595256912@g.us,3EB051F24476F6FABA7640,"Falaram em reforma, falaram em investimento, falaram em saúde de qualidade… aí chove e o HR vira piscina. Mentir é feio demais, raquel, mas enganar doente é pior ainda",mensagem simples,2026-04-07 16:32:16.768+00,Mobiliza PE,111055674052635@lid,Mobiliza PE,2026-04-18 01:39:35.907327+00
291,Pernambuco,Mobiliza,Mobiliza,120363425016992076@g.us,3EB0522763F3851D93E834,"*João entregou tudo no Recife e agora Pernambuco todo vai conhecer o ritmo do homem.* Ele sai da prefeitura com a cabeça erguida e o trabalho carimbado em cada canto da cidade. 

*É daqui pra frente,* com a energia de quem sabe fazer e a coragem de quem não para. *Simbora que o futuro de Pernambuco ta aqui! 💛🚀*

*1️⃣ MISSÃO:* Encher de comentário positivo 😁
2️⃣ Liink: https://engaja.pro/mobilizape01-31-03",mensagem simples,2026-03-31 08:19:44.425+00,Mobiliza PE,111055674052635@lid,Mobiliza PE,2026-04-18 01:39:35.907327+00
292,Pernambuco,Mobiliza,Mobiliza,120363425016992076@g.us,3EB0534B9423CF79E14E71,"Meu povo, vocês viram isso? Rapaz, o sobrepreço tá tão alto que os bichinhos devem tá saindo de lá falando inglês! É o imposto do atraso, é? Ei, Pernambuco não é banco não, viu Raquel! Explica aí pra gente *por que Pernambuco está pagando 243% a mais pelo mesmo procedimento?*
Bora compartilhar pra todo mundo ver onde tá indo parar o nosso dinheiro!",mensagem simples,2026-03-11 14:38:07.043+00,Mobiliza PE,111055674052635@lid,Mobiliza PE,2026-04-18 01:39:35.907327+00
293,Pernambuco,Mobiliza,Mobiliza,120363425016992076@g.us,3EB053E2C7F9E6B50480BB,"Bora pro Governo, João, o povo está esperando seu trabalho 💛",mensagem simples,2026-03-19 12:46:43.845+00,Mobiliza PE,111055674052635@lid,Mobiliza PE,2026-04-18 01:39:35.907327+00
294,Pernambuco,Mobiliza PE,Mobiliza PE,120363405595256912@g.us,3EB05431A73CD9D82DBB5B,João é o camisa 10 do time de Lula! 💛,mensagem simples,2026-03-28 16:16:33.43+00,Mobiliza PE,111055674052635@lid,Mobiliza PE,2026-04-18 01:39:35.907327+00
295,Pernambuco,Lideranças - Mobiliza PE,Lideranças - Mobiliza PE,120363404880079867@g.us,3EB0549314977D82450D1E,"Opa, turma! Pega o link do nosso super encontro que vai rolar *as 19h:*
https://meet.google.com/npz-izio-miu

Hoje tem tudo pra ser um dia histórico! 💥
E ainda dá tempo de chegar junto com a sua galera pra *garantir os seus +2* no encontro geral às 19:30

*O gás do novo pessoal vai fazer toda a diferença pra movimentar o projeto! Nos vemos lá mais tarde! 💛🚀*",mensagem simples,2026-03-11 16:00:41.044+00,Mobiliza PE,111055674052635@lid,Mobiliza PE,2026-04-18 01:39:35.907327+00
296,Pernambuco,Mobiliza PE,Mobiliza PE,120363405595256912@g.us,3EB0552607D563F57E7143,"Parabéns pela energia, turma! Todos fizeram uma boa mobilização essa semana, mas esses três se destacaram.

*Parabéns pela entrega, constância e energia* colocada em cada missão! Vocês fizeram a diferença nessa movimentação. 

Teve gente que ficou fora desse ranking por uma diferença bem pequena 👀

Na próxima semana, pode ser o seu nome aqui 💛🚀",mensagem simples,2026-02-27 14:35:46.023+00,Mobiliza PE,111055674052635@lid,Mobiliza PE,2026-04-18 01:39:35.907327+00
297,Pernambuco,Mobiliza PE,Mobiliza PE,120363405595256912@g.us,3EB055417AE7D26E8F4ABB,"Que mais iniciativas como essa ganhem força. Toda mulher merece viver com respeito, segurança e dignidade.",mensagem simples,2026-03-08 10:53:03.788+00,Mobiliza PE,111055674052635@lid,Mobiliza PE,2026-04-18 01:39:35.907327+00
298,Pernambuco,Lideranças - Mobiliza PE,Lideranças - Mobiliza PE,120363404880079867@g.us,3EB0556ECD6C8F4A1B2E94,"Porta aberta! 🚪💛

Já estamos na sala para o alinhamento das lideranças. O papo já começou e a galera já tá naquele gás absurdo!

Esse é aquele momento de ajustar o tom e fechar a estratégia antes do grupo geral chegar.

Vem pra cá que o papo já começou:

*Link da sala:* https://meet.google.com/npz-izio-miu 

Bora organizar a ocupação de hoje! 🚀",mensagem simples,2026-03-18 19:00:09.819+00,Mobiliza PE,111055674052635@lid,Mobiliza PE,2026-04-18 01:39:35.907327+00
299,Pernambuco,Mobiliza PE,Mobiliza PE,120363405595256912@g.us,3EB0558154E3C8A1EE85CB,"O campo das Princesas é logo ali, vem logo ocupar, joão 💛🚀",mensagem simples,2026-04-16 14:07:44.053+00,Mobiliza PE,111055674052635@lid,Mobiliza PE,2026-04-18 01:39:35.907327+00
300,Pernambuco,Mobiliza PE,Mobiliza PE,120363405595256912@g.us,3EB055D1A02F5CFA3CB697,"Pernambuco merecia tanto mais do que isso, que vergonha esse governo raquel 😔😔",mensagem simples,2026-04-10 18:52:29.523+00,Mobiliza PE,111055674052635@lid,Mobiliza PE,2026-04-18 01:39:35.907327+00
301,Pernambuco,Mobiliza,Mobiliza,120363425016992076@g.us,3EB056A438B2149738DE1A,"Fizeram um impeachment, perderam. Criaram uma CPI pra perder também. Deixa João trabalhar! 💛💛",mensagem simples,2026-03-02 17:25:50.755+00,Mobiliza PE,111055674052635@lid,Mobiliza PE,2026-04-18 01:39:35.907327+00
302,Pernambuco,Mobiliza PE,Mobiliza PE,120363405595256912@g.us,3EB05720B8ECECD28B17FF,"*MISSÃO TRIPLA DO CASAMENTO DO ANO*

Missão 1: https://engaja.pro/pemissao1-21-02
Missão 2: https://engaja.pro/pemissao2-21-02
Missão 3: https://engaja.pro/pemissao3-21-02

*Sabadou com o coração transbordando, meu povo!* ✨ 
O homem casou e agora tá com o shape de felicidade completo pra cuidar de Pernambuco! 
O sábado tá lindo e a gente tá como? *Indo lá nos posts desejar toda a felicidade do mundo pra esse casal que a gente gosta tanto!* 💛",mensagem simples,2026-02-21 17:12:29.584+00,Mobiliza PE,111055674052635@lid,Mobiliza PE,2026-04-18 01:39:35.907327+00
303,Pernambuco,Mobiliza,Mobiliza,120363425016992076@g.us,3EB0574AE5D17A4E9988F6,*Cuida na sugestão de comentário:*,mensagem simples,2026-04-06 09:33:33.756+00,Mobiliza PE,111055674052635@lid,Mobiliza PE,2026-04-18 01:39:35.907327+00
304,Pernambuco,Mobiliza PE,Mobiliza PE,120363405595256912@g.us,3EB0575D7448E00BEF0461,A sensação é de que o estado inteiro tá acordando pra uma coisa que Recife já sabia: João Campos é o nome 💛💛🚀,mensagem simples,2026-04-06 09:33:39.388+00,Mobiliza PE,111055674052635@lid,Mobiliza PE,2026-04-18 01:39:35.907327+00
305,Pernambuco,Mobiliza,Mobiliza,120363425016992076@g.us,3EB057B375C82EEF4BAE73,"Time fechado! João falou, tá falado. Aqui não tem dois lados não, tem uma direção só! 💛",mensagem simples,2026-03-30 16:29:27.957+00,Mobiliza PE,111055674052635@lid,Mobiliza PE,2026-04-18 01:39:35.907327+00
306,Pernambuco,Mobiliza PE,Mobiliza PE,120363405595256912@g.us,3EB0581862EC1BDC73FBA6,Liderança que cresce é assim: com entrega e confiança do povo 💛🚀,mensagem simples,2026-04-08 17:51:46.599+00,Mobiliza PE,111055674052635@lid,Mobiliza PE,2026-04-18 01:39:35.907327+00
307,Pernambuco,Mobiliza PE,Mobiliza PE,120363405595256912@g.us,3EB0586144832E24027C29,"Hoje celebramos a *Data Magna de Pernambuco*, para lembrar que o *pernambucano não espera o futuro, a gente faz ele acontecer.*",mensagem simples,2026-03-06 15:23:27.611+00,Mobiliza PE,111055674052635@lid,Mobiliza PE,2026-04-18 01:39:35.907327+00
308,Pernambuco,Lideranças - Mobiliza PE,Lideranças - Mobiliza PE,120363404880079867@g.us,3EB058703177F7EC131953,"Hoje nós vamos discutir pontos estratégicos pra *alavancar ainda mais a caminhada do nosso futuro governador*

*#VEMJOAO daqui pra frente a gente é #PEPraFrente*
    
 *Link do líder,* salva ai pra facilitar: https://meet.google.com/npz-izio-miu (*lembrando: nosso encontro é as 19h*)",mensagem simples,2026-03-25 17:41:57.836+00,Mobiliza PE,111055674052635@lid,Mobiliza PE,2026-04-18 01:39:35.907327+00
309,Pernambuco,Mobiliza PE,Mobiliza PE,120363405595256912@g.us,3EB05882021188C9E03678,(Mensagem de mídia sem texto),mensagem simples,2026-04-06 14:10:24.635+00,Mobiliza PE,111055674052635@lid,Mobiliza PE,2026-04-18 01:39:35.907327+00
310,Pernambuco,Mobiliza PE,Mobiliza PE,120363405595256912@g.us,3EB0588F00E98210D4B666,"*Vumbora, povo! Tá rolando!* 📣

A reunião do *MOBILIZA já começou.* 
Quem não chegar agora vai ficar pra trás na resenha. 

 *Bora moer que Pernambuco tem pressa!* 🚀💛

https://engaja.pro/encontro-mobilizape",mensagem simples,2026-04-08 19:35:25.281+00,Mobiliza PE,111055674052635@lid,Mobiliza PE,2026-04-18 01:39:35.907327+00
311,Pernambuco,Mobiliza PE,Mobiliza PE,120363405595256912@g.us,3EB0598EE83E081ED1458A,Governador que Pernambuco merece é assim 💛🚀 💛,mensagem simples,2026-03-03 08:34:06.054+00,Mobiliza PE,111055674052635@lid,Mobiliza PE,2026-04-18 01:39:35.907327+00
312,Pernambuco,Lideranças - Mobiliza PE,Lideranças - Mobiliza PE,120363404880079867@g.us,3EB05B71BD36F64BBBE3FB,"Fala, meu time de peso! Tudo na paz?

Passando pra dar aquele toque especial pra vocês, dêem uma chegada junto da galera que vocês trouxeram pra conferir se o nome e o telefone deles estão batendo certinho no momento da reunião!",mensagem simples,2026-04-15 10:23:30.532+00,Mobiliza PE,111055674052635@lid,Mobiliza PE,2026-04-18 01:39:35.907327+00
313,Pernambuco,Mobiliza,Mobiliza,120363425016992076@g.us,3EB05C12484EB7B82AB5D8,A PF investigando já diz muito sobre o nível dessa gestão de raquel 😤,mensagem simples,2026-04-10 18:51:51.236+00,Mobiliza PE,111055674052635@lid,Mobiliza PE,2026-04-18 01:39:35.907327+00
314,Pernambuco,Mobiliza PE,Mobiliza PE,120363405595256912@g.us,3EB05C383894C291DF05CC,"E ó… *amanhã tem nosso encontro às 19h30*. Já coloca como evento aí pra não esquecer.

Será online, no Google Meet.
Pontualidade nível “quem chega primeiro escolhe o lugar”. 😌",mensagem simples,2026-03-03 18:05:46.833+00,Mobiliza PE,111055674052635@lid,Mobiliza PE,2026-04-18 01:39:35.907327+00
315,Pernambuco,Mobiliza,Mobiliza,120363425016992076@g.us,3EB05D71157DE1A56349EC,"O home nasce, cresce, transforma o Recife, casa, forma família, depois transforma Pernambuco, aí vira presidente, tem filhos e netos. Pra cima, João. 💛💛💛💛💛",mensagem simples,2026-02-21 17:15:48.119+00,Mobiliza PE,111055674052635@lid,Mobiliza PE,2026-04-18 01:39:35.907327+00
316,Pernambuco,Mobiliza PE,Mobiliza PE,120363405595256912@g.us,3EB05E1181B44F14BC5713,*Cuida na sugestão pra amassar nos comentários*,mensagem simples,2026-04-09 17:45:52.782+00,Mobiliza PE,111055674052635@lid,Mobiliza PE,2026-04-18 01:39:35.907327+00
317,Pernambuco,Mobiliza,Mobiliza,120363425016992076@g.us,3EB05E1BD3315F038B0B0A,"Vem colocar Pernambuco no rumo certo, meu prefeito 💛",mensagem simples,2026-03-18 10:29:29.099+00,Mobiliza PE,111055674052635@lid,Mobiliza PE,2026-04-18 01:39:35.907327+00
318,Pernambuco,Mobiliza PE,Mobiliza PE,120363405595256912@g.us,3EB05E40C47D305F3EB89F,Como é bom ver um casal trabalhador e que se ama tanto recebendo as bençãos de Deus. Toda felicidade do mundo ao casal! 💛💛,mensagem simples,2026-02-21 17:14:51.389+00,Mobiliza PE,111055674052635@lid,Mobiliza PE,2026-04-18 01:39:35.907327+00
319,Pernambuco,Mobiliza PE,Mobiliza PE,120363405595256912@g.us,3EB05F0245495DD08BB2C1,"*Bora, time!* Nossa missão mais cedo foi massa, mas sempre cabe mais um pouquinho de amor.

*Vamos dar aquele gás* do #sextou pra ocupar aquele espaço com a nossa alegria de sempre?

*É só clicar no link e deixar sua marca. Aproveita pra compartilhar com os amigos! 💛🚀*

*#VEMJOAO💛 #JOAOGOVERNADOR💛*

*🟡Missão 1:* https://engaja.pro/missaope4-20-03
*🟡Missão 2:* https://engaja.pro/missaope5-20-03
*🟡Missão 3:* https://engaja.pro/missaope6-20-03
*🟡Missão 4:* https://engaja.pro/missaope7-20-03",mensagem simples,2026-03-20 18:18:23.494+00,Mobiliza PE,111055674052635@lid,Mobiliza PE,2026-04-18 01:39:35.907327+00
320,Pernambuco,Mobiliza PE,Mobiliza PE,120363405595256912@g.us,3EB05F21E4759F25B12861,"Gradual, responsável, com treinamento da Polícia Federal. É assim que se faz, sem populismo! João tá pronto pro estado 💛🚀",mensagem simples,2026-03-30 18:28:18.721+00,Mobiliza PE,111055674052635@lid,Mobiliza PE,2026-04-18 01:39:35.907327+00
321,Pernambuco,Mobiliza PE,Mobiliza PE,120363405595256912@g.us,3EB05F3D30959089896882,"Chega chega que o nosso encontro já começou!

Câmbio, equipe! O sinal já tá no ar e a frequência do Mobiliza tá bombando!

Já abrimos a transmissão e quem não sintonizar agora vai ficar pegando chiado na resenha. Vamos nessa com João #PEpraFrente!

*Cuuuuidaaa:* https://engaja.pro/encontro-mobilizape",mensagem simples,2026-04-15 19:30:09.961+00,Mobiliza PE,111055674052635@lid,Mobiliza PE,2026-04-18 01:39:35.907327+00
322,Pernambuco,Mobiliza PE,Mobiliza PE,120363405595256912@g.us,3EB05FB76447CF4126C689,"A gente perguntou e o veredito saiu, visse? 🗳️

Sobre o nosso encontro semanal do Mobiliza PE, a pesquisa foi clara:
Quarta-feira, às 19h30, continua sendo o nosso horário oficial.

A turma votou e 80% confirmou que esse é o momento que o time consegue se reunir em peso. Agora que o horário tá batido e aprovado pela maioria, não tem erro: nosso encontro ganha aquela força extra.",mensagem simples,2026-04-09 13:08:10.114+00,Mobiliza PE,111055674052635@lid,Mobiliza PE,2026-04-18 01:39:35.907327+00
323,Pernambuco,Lideranças - Mobiliza PE,Lideranças - Mobiliza PE,120363404880079867@g.us,3EB060454C38F0C04A5A44,"Atenção, minha tropa organizada. *Falta meia hora* .
Dá tempo de ajeitar o cabelo, botar uma água do lado e fingir que não tá cansado. haha. 🥲

Hoje é 19h, certo. Nada de chegar 18h45 pra puxar assunto com a parede.

Bora organizar esse movimento do jeito que a gente sabe fazer.

Link tá na mão: https://meet.google.com/tif-zugp-sqg",mensagem simples,2026-02-25 18:30:42.136+00,Mobiliza PE,111055674052635@lid,Mobiliza PE,2026-04-18 01:39:35.907327+00
324,Pernambuco,Mobiliza,Mobiliza,120363425016992076@g.us,3EB06057D132DA552CA963,"Cidade que recebe João na campanha recebe junto a esperança de que o estado pode funcionar de verdade, é isso que a gente tá esperando 💛",mensagem simples,2026-04-06 09:38:03.805+00,Mobiliza PE,111055674052635@lid,Mobiliza PE,2026-04-18 01:39:35.907327+00
325,Pernambuco,Mobiliza,Mobiliza,120363425016992076@g.us,3EB0608EB873713E73BCAA,"Não basta ter time, o time tem que estar entrosado. E Lula e João estão 💛",mensagem simples,2026-03-28 14:59:49.475+00,Mobiliza PE,111055674052635@lid,Mobiliza PE,2026-04-18 01:39:35.907327+00
326,Pernambuco,Mobiliza,Mobiliza,120363425016992076@g.us,3EB060AD504D725E964055,"Recife já viu a entrega desse homem, agora é vez do Sertão sentir o que é ter alguém que chega com humildade e com propósito. O voto meu tá dado faz tempo. 🚀💛",mensagem simples,2026-04-06 09:38:50.664+00,Mobiliza PE,111055674052635@lid,Mobiliza PE,2026-04-18 01:39:35.907327+00
327,Pernambuco,Mobiliza PE,Mobiliza PE,120363405595256912@g.us,3EB060D85B8E14BF7846C2,Cadê a CPI da Caruaruense? 3 anos sem pagar um real de fiscalização. É Festival Pernambuco meu Painho mesmo...,mensagem simples,2026-03-02 17:23:20.882+00,Mobiliza PE,111055674052635@lid,Mobiliza PE,2026-04-18 01:39:35.907327+00
328,Pernambuco,Mobiliza PE,Mobiliza PE,120363405595256912@g.us,3EB0613C82B3AFFB2BDAD2,*Pega os comentários pra tu se inspirar!*,mensagem simples,2026-04-07 16:31:57.867+00,Mobiliza PE,111055674052635@lid,Mobiliza PE,2026-04-18 01:39:35.907327+00
329,Pernambuco,Mobiliza,Mobiliza,120363425016992076@g.us,3EB061C117B6624F9362CE,"Segura, Pernambuco… porque meu governador tá chegando! 💛🚀",mensagem simples,2026-04-09 17:45:33.559+00,Mobiliza PE,111055674052635@lid,Mobiliza PE,2026-04-18 01:39:35.907327+00
330,Pernambuco,Mobiliza PE,Mobiliza PE,120363405595256912@g.us,3EB0623880B64A3454085C,"Agora o Mobiliza PE vai bombar!! 🚀

*Nosso encontro é o coração do grupo, mas pra ele pulsar forte, todo mundo precisa conseguir chegar.* Não adianta o homem estar voando em Petrolina e a gente travado no trânsito ou na janta na hora da reunião. 😂

Queremos garantir que o encontro Mobiliza PE (Atualmente quarta às 19h30) aconteça naquele horário filé pra sua rotina. É vapt-vupt: você clica, escolhe o melhor horário e ajuda o Mobiliza a ficar ainda mais gigante.
*Dá o teu grito aqui (leva menos de 1 min)*: 👉 https://tally.so/r/PdYZ4P
Bora organizar a casa pra ocupar Pernambuco inteiro! 💛",mensagem simples,2026-04-06 17:32:42.994+00,Mobiliza PE,111055674052635@lid,Mobiliza PE,2026-04-18 01:39:35.907327+00
331,Pernambuco,Mobiliza PE,Mobiliza PE,120363405595256912@g.us,3EB0631F14FB3A9E0BE99E,"*Os comentários vocês já sabem, sem copiar!*",mensagem simples,2026-04-16 14:07:01.974+00,Mobiliza PE,111055674052635@lid,Mobiliza PE,2026-04-18 01:39:35.907327+00
332,Pernambuco,Mobiliza,Mobiliza,120363425016992076@g.us,3EB06322D17C0E4DB8A22C,"Esse é o segundo casamento de João, no primeiro ele casou com o Recife kkkkkkkk E o terceiro vai ser esse ano ainda, com Pernambuco! 💛",mensagem simples,2026-02-21 17:15:46.312+00,Mobiliza PE,111055674052635@lid,Mobiliza PE,2026-04-18 01:39:35.907327+00
333,Pernambuco,Mobiliza,Mobiliza,120363425016992076@g.us,3EB0636E648F436E29938B,"Ô povo desenrolado! *Missão dada é missão cumprida, visse?*

Passando pra saber quem já deu aquele check nas 4 missões de hoje? Vê só: em 4 minutinhos você resolve tudo. É o tempo da água do café ferver ou de esperar o sinal da Agamenon abrir! 

*Bora mostrar a força* de quem vê a cidade mudando de verdade, *vamos deixar as postagens com a nossa cara!*

🔗 Missão 1: https://engaja.pro/missaope1-27-03
🔗 Missão 2: https://engaja.pro/missaope2-27-03
🔗 Missão 3: https://engaja.pro/missaope3-27-03
🔗 Missão 4: https://engaja.pro/missaope4-27-03",mensagem simples,2026-03-27 17:55:47.369+00,Mobiliza PE,111055674052635@lid,Mobiliza PE,2026-04-18 01:39:35.907327+00
334,Pernambuco,Mobiliza,Mobiliza,120363425016992076@g.us,3EB06396A97A060785318E,"Sem mimimi, sem cima do muro. É João pra governador e Lula pra presidente, simples assim! 💛",mensagem simples,2026-03-30 16:29:55.807+00,Mobiliza PE,111055674052635@lid,Mobiliza PE,2026-04-18 01:39:35.907327+00
335,Pernambuco,Mobiliza,Mobiliza,120363425016992076@g.us,3EB064DFB0CB06F6D49713,Tá chegando a hora… Pernambuco já sente que meu governador tá chegando! 💛🚀,mensagem simples,2026-04-09 17:45:28.679+00,Mobiliza PE,111055674052635@lid,Mobiliza PE,2026-04-18 01:39:35.907327+00
336,Pernambuco,Lideranças - Mobiliza PE,Lideranças - Mobiliza PE,120363404880079867@g.us,3EB065E212C19BCF561426,"*Queria agradecer de verdade a cada liderança que esteve presente hoje.* 💛
Vocês seguram a base, puxam conversa, organizam gente e ainda arrumam tempo no meio da rotina corrida. Isso não é detalhe, é o que sustenta o movimento.
A gente segue junto. E vocês não estão sozinhos.",mensagem simples,2026-02-25 21:05:14.137+00,Mobiliza PE,111055674052635@lid,Mobiliza PE,2026-04-18 01:39:35.907327+00
337,Pernambuco,Mobiliza PE,Mobiliza PE,120363405595256912@g.us,3EB0667D96B1D55DE6CA49,*Cuida na sugestão pra amassar nos comentários:*,mensagem simples,2026-04-06 16:52:14.219+00,Mobiliza PE,111055674052635@lid,Mobiliza PE,2026-04-18 01:39:35.907327+00
338,Pernambuco,Mobiliza PE,Mobiliza PE,120363405595256912@g.us,3EB0671FBDF1811825973E,"Pernambuco precisa de alguém que entregue resultado, vem logo, João 💛💛",mensagem simples,2026-03-18 10:28:05.522+00,Mobiliza PE,111055674052635@lid,Mobiliza PE,2026-04-18 01:39:35.907327+00
339,Pernambuco,Mobiliza PE,Mobiliza PE,120363405595256912@g.us,3EB067DA13345606E78D5F,"Cada vez mais claro que o foco não é Pernambuco, é a imagem dela",mensagem simples,2026-04-08 14:42:46.48+00,Mobiliza PE,111055674052635@lid,Mobiliza PE,2026-04-18 01:39:35.907327+00
340,Pernambuco,Mobiliza PE,Mobiliza PE,120363405595256912@g.us,3EB067E17D5426F15D5687,Eduardo presente! 💛🕊️,mensagem simples,2026-02-21 17:15:03.63+00,Mobiliza PE,111055674052635@lid,Mobiliza PE,2026-04-18 01:39:35.907327+00
341,Pernambuco,Mobiliza,Mobiliza,120363425016992076@g.us,3EB06862D024C2173C4093,"Monitorar opositor com recurso público é coisa de ditadura, não de democracia 😤",mensagem simples,2026-04-10 18:51:47.689+00,Mobiliza PE,111055674052635@lid,Mobiliza PE,2026-04-18 01:39:35.907327+00
342,Pernambuco,Mobiliza PE,Mobiliza PE,120363405595256912@g.us,3EB0687A609C5EE7AE06FA,"Bora pro Governo, João, o povo está esperando seu trabalho 💛",mensagem simples,2026-03-19 12:44:04.201+00,Mobiliza PE,111055674052635@lid,Mobiliza PE,2026-04-18 01:39:35.907327+00
343,Pernambuco,Mobiliza PE,Mobiliza PE,120363405595256912@g.us,3EB0693DA3F367D507D1F3,"Enquanto uns gastam quase 300 mil de dinheiro público pra fabricar número que ninguém acredita, *a gente mostra a pesquisa de verdade! João Campos com 50%* no primeiro turno é o terror de quem só sabe falar e não entrega uma calçada. É o famoso desespero de quem vê o trabalho passando por cima da fofoca. #PEPraFrente 💛🚀",mensagem simples,2026-04-08 08:22:40.434+00,Mobiliza PE,111055674052635@lid,Mobiliza PE,2026-04-18 01:39:35.907327+00
344,Pernambuco,Mobiliza,Mobiliza,120363425016992076@g.us,3EB06A3166D27F5F7D4448,*Cuida na sugestão pra amassar nos comentários:*,mensagem simples,2026-04-06 16:53:55.364+00,Mobiliza PE,111055674052635@lid,Mobiliza PE,2026-04-18 01:39:35.907327+00
345,Pernambuco,Mobiliza,Mobiliza,120363425016992076@g.us,3EB06A3C6BD6C08FC1A17A,"*Turma, vamos transformar esses comentários num mar de felicitações! 💛 Escolhe um desses comentários, dá o seu toque pessoal e carimba nos três links. Assim, o topo das postagens fica só com a energia boa de quem torce pelo casal!*",mensagem simples,2026-02-21 17:22:34.164+00,Mobiliza PE,111055674052635@lid,Mobiliza PE,2026-04-18 01:39:35.907327+00
346,Pernambuco,Mobiliza,Mobiliza,120363425016992076@g.us,3EB06ADEB685236D175489,É o time da esperança entrando em campo 💛,mensagem simples,2026-03-28 14:59:42.18+00,Mobiliza PE,111055674052635@lid,Mobiliza PE,2026-04-18 01:39:35.907327+00
